,review,label
0,tolang pelanggan terrsayang mohon diperhatikanlah si abang driver iya dah pakai banyak diskon grab masa ngasih parkir 2rb aja sepele bnget yaampun,1
1,keamanan kenyamanan konsumen perhatikan bnyk akun driver memakai akun berbeda kendaraan orang datang beda data akun aplikasi orang plat nomor kendaraan beda grab sama gojek selalu sesuai maxim,0
2,buset nungguin pesenan gacoan jam 1049 sampe jam 1 anter perkara driver tidak mau anter padahal tempat tinggal sama lokasi cuman 8 menitan cok itupun disuruh nunggu 28 menit busett dah,0
3,terimakasih gercep ramah baru pertama kali make jasa gojek online g salah milih maxim jadi aplikasi,1
4,aplikasi boncos tarif minimum menyentuh 10200 layanan gocar kau kira apaan mobil pribadi kau hargai segitu jek mafia banget kau aplikasi laknat,1
5,ketatin aturan nya bikin jengkel az gojek nya disini bayar massa pakai gosop suruh kensel trus,1
6,kasihan driver cuma 8800saya beli bakso ongkir apk 15200padahal jarak tidak sampe 1kmgila nih gojek,1
7,sejauh layanan paling bagus memang gojek sekarang harga jdi naik yaa dlu biasa st pasming kampus cuma 13k sekarang jdi 17k,0
8,sedih melihat driver bayar 13rb diterima ternyata cuma 8rb perusahaan lebih memperhatikan driver,1
9,daftar malah bacaan tindakan tidak wajar mesan aneh bin ajaib aplikasi sangat susah mencari driver coba pengguna gojek max,0
10,selalu memberikan diskon utk gojek maupun gocar tp mengecewakan kalo ujan gocar selalu membatalkan arah rumah sy,1
11,jujur tarif ongkir mahal bahkan berlangganan gojek plus potongan tidak seberapa bahkan jauh dibanding apk sebelah apk anak negeri harus lebih user friendly beberapa aspek,1
12,uang tidak balik akun lama ketidak taun cara sy mengakses lapor tidak memberi siludi,1
13,tidak dicancel dichat tidak tidak aplikasi kasian driver tambahin menu chat kek aplikasi,0
14,45 menit mesan gocar semua tidak bergerak mobil kehujanan mau bekerja apa memang driver pantau,0
15,parah sih mau pakai promo 55 mau klik pesan eh ilang tiba tiba kalau tidak niat jgn php org sama pihak apl manusiakan manusia masa argo 5rb an kasian driver nya bensin ihh parah banget umr naek argo turun,1
16,terimaksih mempermudah transportasi rumah nya jauh jl raya sangat sangat membantu,1
17,kalo memang tidak driver cari driver masa nunggu tau2 cancel cuman gara2 gada driver lagian jam malem jam 7 malam loh tadi pesan,1
18,gocar lebih baik ditiadakan aja banyak driver pilih2 harga mana customer atur tidak dikasih tips lebih parah si,1
19,gojek bulan februari mhal banget banget banget padahal jrak dekat baget go ride maupun gocar mhal g sesuai jarak voucheer buat krtu bsi g bca,1
20,selebih sih oke tp sebel pas hujan mau pesen makan laper nya susah banget dpt driver pdhal hujan nya reda,1
21,mohon penjelasan nya an nusron driver b 1961 rop tarif nya rp 97500 jadi rp 1070 berangkat balik pulang tarif sesuai rp 99500 driver z 1517 em an wahyu hidayat,0
22,selamat petang ijin berta gatot supriyanto akun gojek kok aktif sdh 4 bulanan dipanggil2,0
23,maaf mengalami kendala sama terkadang tidak bs klik unt membuka chat telp dr gojek tidak berdering krn gangguan sinyal bagaimana,0
24,tutorial cara pesen grab daerah menemukan pengemudi padahal apk unit 4 menit pesen tunggu cariin selama 9 menit pengemudi tidak temukan pesan grab daerah,0
25,gatau kalo pesan gojek selalu cancel driver 10x padhl buru buru developer bagaimana apk kok jadi gini padahal dulu fine fine,0
26,sopir gocar rada belagudah tau pesan gocar xl ta berapa orang dewasa 3 anak kecil 3 aja tidak mau bawa sumpahin seret tuh driver rezeki nya,1
27,pengelola aplikasi gojek tekankan mitra terutama driver gocar utk lebih proaktif membantu penumpang mempunyai disabilitas geraksakitlansia naikturun unit,1
28,aplikasi tidak tampilkan transportasi tdk biasa padahal sdh sy instal ulang,0
29,kalau selesai mau buka chat nya ko tidak bs kira gmn soal sy td brg ketinggalan ditaro didpn motor pas turun sy lupa mungkin driver lupa sy tdk tau,0
30,tidak menyelesaikan masalah salah transfer akun lama pihak gojek tidak bantu membuka akun lama tidak ikhlas dunia akhirat,0
31,sejahterain driver min kasian driver sampe ngalong ujan2n argo tambahin kasianrata2 driver ngeluh kalau ta,1
32,sejauh pemakaian selama hampir tidak pernah mendapatkan pengalaman buruk 12 kasus driver beralasan kejauhan minta cancel mohon pertahankan kepuasan tetap kasih promo konsumen merugikan mitra,1
33,nganterin anak sekolah sampe laporan sampe sekolah bu terimakasih pak jrg driver,1
34,gila gojek hujan2gak nyantol sama sekali kalau dibatalin uang makin naik mana termasuk parkir tidak ngotak sama sekali,1
35,driver car wilayah kota kendarijangan suka naik kan hargadi aplikasi maxim tujuan kelurahan sebelah cuma 24 800rpsampai tujuan jadi 27 ribukadang naik hampir 10 ribukami pengguna maxim jdi ragu menggunakan maxim car,0
36,sangat nyaman pengemudi albar mohan syah makatita motorcycle warna cokelat nopol de4395ma selamat menikmati perjalanan ramadhan mubarak rating 485,1
37,mitra mu banyak jd pengemis online tarif 5rb jd banyak tinggali pelanggan mu krna merasa risih meminta minta alias kasihani,0
38,kak kok gabisa dibuat pesenpadahal baru download tab nya support app gojek baru pesen 7 tahun lalu pesen bantuan waktu masuk app gojek malah putih doang,0
39,makin gajelasbuat dapet promo aja langganan gojek plussekarang tidak promo kaya dulu lagimakin update makin gajelaspadahal ngasih promo profit banyak banget taxaplikasi kikir,1
40,semakin bebas kendaraan tidak sesuai aplikasi aplikasi cancel tidak sangsi bikin driver kapok,0
41,banned entah salah apajd mall fungsigbs dipake naik ojek dllbaik uninstall aja kaliapk 100 curigaan,1
42,baru pertama x pakai maxim dikasih bonus keren maxim sukses selalu buat driver,0
43,3 x baru berhasil mendapatkan mobilyg 2 minta dibatalkanmohon driver sering membatalkan diberi peringatan denda,0
44,bagus pelayanan nyabisa selalu diandalkan kalo pergi kota bingung jalan tinggal pakai gojek,1
45,usahakan driver menyiapkan uang kembalian tidak semua penumpang membawa uang pas memesan selalu tidak driver pu kembalian,1
46,pengguna gojek lebih 2 tahun baru kali 3 bulan berturut kagaada voucher sama sekali kalo kaga beli padahal tiap hari selalu pakai gojek lohh admin ayo mana kode promo masa iya 3 bukan kaga promo sama sekali,0
47,aplikasi anak bangsa kok menyusahkan driver bikin sejahtera driver custumer senang kasian potongan driver telalu besar semoga pimpinan segera hidayah,1
48,kecewa aplikasi gojek pesan gocar posisi driver gocar nya terlalu jauh dong pebaruhin aplikasi nya,1
49,kecewa opsi 3 ongkir hemat lakukan 3 kali tidak driver padahal deket sumpah hari sangat sangat kecewa dapet driver jauh banget nunggu 30 menit telat kerjaan,0
50,perlu penyesuaian sering kasih driver jauh titik penjemputan terus jadi sering cancel tambah fitur memilih driver memilih driver terdekat,1
51,gojek sangat mempermudah transportasi sering pakai transaksi apapun gojek mulai bayar tagihan transportasi pembayaran lain mudah cepat,1
52,umum driver grabbike maupun grabcar ramahramah kalau kebetulan buruburu driver siap membantu senang naik grab,1
53,grab car error aplikasi nya bayar tunai tidak bsa2 maupun pakai superbank akun tidak gunakan sama sekali beberapa hari kepusat bantuan mengadu tidak solusi tanggapan apapun,0
54,oke pengemudi abed nego banga motorcycle warna merah nopol dn4712er selamat menikmati perjalanan rating 490,0
55,emailku kok kedaftar gojekmau buka akun lupa pakai nomer manapemulihan akun tetep gbisatrus cara gmn,0
56,aplikasi maxim lebih peka akun fiktif kasihan driver kalau susah mencari uang sering akun tipu karan driver tergiur sama ongkir nya,1
57,saran buat aplikator gojek wilayah jawa timur sekitar harga gojek buat driver tidak manusiawi oderan estafet driver sangat lama penjemputan mohon kaju ulang,1
58,sedih tiba tiba tidak pakai aplikasi nya terdeteksi pemakaian tidak biasa alasan tidak jelas kurang terperinci padahal selama gojek sangat membantu,1
59,grab selalu terdepan semoga selalu membantu driver jalan stop mempersulit driver terima kasih,1
60,maaf jd bintang 3 awal kebantu karna promo tp driver tidak mau ambil dgn dalih jauh titik tidak sesuai dgn pembayaran kecewa banget sih sm grab,1
61,grab skrg lemot lelet tidak cpt respon kaya dulu mau cancel krn salah tujuan loading lama banget keburu driver datang,1
62,selaku driver kecewa sistem gojekberpihak sebelah customersaya ngejar bonus weekendtp penumpang cancel performa turun padahal penumpang cancelotomatis gagal bonus tidak kekejar jadi sia semangat ngejar bonus malah gagall,0
63,masak reviu akun spaylatter lebih 6 bulan gelo lu gojek mending hapus nih aplikasinggak banget,0
64,pesen 2 kali nunggu berjamjam tidak dicancel nunggu lama banget gojek baru tercancel otomatis konfirmasi cs melalui aplikasi nya,0
65,semenjak banyak pilihan opsi mobil banyak driver maen cancel2 aja jadi kalo pilihan go car biasa lama cancel payah lah,1
66,sering cancel driver tunggu lama stlh cancel kenaikan harga kalau driver minta cancel lumayan besar 2x driver minta cancel biaya jd membengkak dong diperbaiki penghitungan kenaikan harga driver komitmen dlm ambil penumpang terima kasih,0
67,aplikasi lemot bayar pakai kaspro lemot masuk nya si driver minta chas jadi nya dobel bayar nya parahh,0
68,mau buka lama banget padahal jaringan bagus pakai wifi mahal lancar banget pas buka nih aplikasi butut maxim loading muluu setengah jam an lebihh,1
69,gojek banyak boong bilang 1mnt lgi ta undur jadi 4 mntt apa cobaa banyak nipu nyagk sesuai y promosiin tolol emng,0
70,maaf mau na baru daftar gojek kok tiba tiba nama nya sama email nya bukan pu yah padahal nomor hp nya nomor tahu bantuan terimakasih,0
71,tolonglah driver maxim kalau makan apalah matiin aja aplikasi kaya gini sdh nunggu diver tau makan kan kaya gini dibuat telat kerja,1
72,makan tuh kebijakan buat driver pakai sistem slot pengguna bayar mahal tp driver cuma dpt ongkos 5rb aja ntar lama lama geruduk driver senasional aplikasi penjajah driver,0
73,hallo grabb pengguna setia grabb sekarang grabb jadi lelet memakan waktu loading bener bener lama sangat menjengkelkan beberapakali pesen grabb car xl mobil dateng 3 penumpang bagaimana grabb,0
74,gojek sekarang pakai akun baru biasa suka voucher voucher goride sekarang tidak giliran beralih gocar 2 voucher pas giliran buka voucher ternyata tidak voucher bug perbaiki lahi,0
75,melakukan penarikan lebih 6 hari dana masuk telfn cs malah disuruh email email tidak balasan bagaimana pihak gojek baca yaa kalo masalah kecil aja tidak tanggapin pelanggan beralih,0
76,parah banget barusan diminta 10 ribu gara titik maxim menyesatkan driver males jadi gamau pakai aplikasi trauma,0
77,tidak lgi deh pke grab care kata nya diskon pas datang aplikasi minta cansel trus harga nya beda sama aplikasi,1
78,pengemudi septian hadi daihatsu sigra warna coklat tua nopol bp1706ci selamat menikmati perjalanan rating 495,0
79,pesen ambil 1 jam selesai 2 jam baru selesai dapet driver lama bnaget padahal tidak hujan gmana,0
80,sering banget dapet driver nya tidak sesuai apa pilih pilih goride comfort dateng nya kaya goride hemat,1
81,menu pencarian tujuan kurang lengkap masa sekelas bandara internasional tidak ketemu aplikasi maxim aneh kan,0
82,aplikasi gojek tolol gua zoomin peta malah balik zoom out gitu aja terus bikin darah orang naik aja gitu notif promo tidak aja dibanyakin tiap hari,0
83,kurang suka grab karna satu driver sya tidak kenal tiba nuduh sya nama opik sya tidak tau opik siapa mana kata bego pas sya mau bls chat ternyata akhiri,0
84,pelayanan tidak ramah baru pertama kali pakai grab kesan driver sangat buruk gabakal mau pakai grab,1
85,gojek selalu siap d butuhkan mana murah disconlagi yok up load sekarang,1
86,lah biaya aplkikasi kira aja kasian driver nya terus kadang suka tidak mau nganter kalo jarak nya jauh potongan aplikasi gede padahal kan customer bayar nya sesuai,1
87,woi gojekkira2 klu bikin tarif nga mikir apa jemput 34kmongkos nya kadang 1520ribungalah2 in angkotini ngalahin rentenir potongan nya buat pemerintah tutup aja apk penghisap darah orang ongkos murah kena potongan,1
88,kadangkadang driver mau menjemput berhenti tengah jalan tidak dihubungi sering banget ngasih driver jarak jauh lebih parah estimasi waktu jauh kenyataan asli 15 menit dibilang cumab3 menit,0
89,susah dapet driver gocar kalo cuaca hujan posisi rute jauh sebaik dibenahi,1
90,gojek perbaiki dong heran banget cancel ojek malah dikasih makin jauh lokasi kan heran orang mau mana tidak ngendelin gojek,1
91,dong masa 1 bulan lebih tiap chat driver selalu mengirim bener bener tidak bs chat sama sekali sering banget dicancel driver krn tidak bs bales chat mau nelfon keburu dicancel masa diupdate malah jadi sampah gini,0
92,apk bobrok capek banget kalo mau cancel dipersulit banget padahal laper dikerjain sm toko ternyata tetap sama driver slowresp,1
93,gojek salah satu alat transportasi terpercaya membrikan kenyamanan konsumen maju trus gojek,1
94,aman nyaman ramah kantong khusus kalangan pelajar kalau driver ramah wangi lebih baik sukses selalu jasa maxim luar biasa,1
95,ramahsabardan hati hati bawa penumpangmenjemput ditempat walaupun tidak sesuai titik lokasi susah dpt titik tepatberpatokan sekolahkantor kelurahansehat2 semua driver sukacita bawa penumpang,1
96,pesan gocar mau hemattidak jam malam tidak nerima padahal banyak sekitaran daerah stasiun prambanan heran,1
97,harus tindakan dri pihak grab lapangan titik ojol jemput penumpang tidak gesekan sama ojek pangkalan setempat segera tidaklanjuti penumpang enak ojol lebih tepat waktu tepat titik penjemputantitik tujuan penumpang,1
98,mengadu trf qriss akun tidak buat trf qriss kata akun nonaktifkan chat gojek tidak solusi gimana cara biar aktif padahal akun tidak pernah buat macam2 akun lama buat,0
99,makin kesini makin berat buka aplikasi lama loading ny tidak kaya dulu driver kadang suka pakai motor tidak sesuai plat nomer terdaftar,1
100,tidak nyaman naik gojek skrg driver gojek skrg banyal pakai knlpot brisik ojol kok kebanyakan gaya,1
101,rute perjalanan lebih diperhatikan ngga jarang driver justru diarahkan melewati rute jauh sampe muter,1
102,bikin crash aplikasi jdi susah multitasking gojek driver jadi kerestart kalau buka gojek customer,0
103,map grab car tidak sesuai titik jemput titik sampai diperbaiki singkron titik jemput n sampai kasihan driver ajak muter2 sama map grab tidak sesuai,0
104,aplikator merugikan konsumen driver fokus sekarang bukan pelayanan biaya terus dinaikkan diimbangi peningkatan pelayanan,1
105,alamat maps gabisa sesuai titik beberapa kali driver salah padahal ditulis lengkap benerin apk nya tq,0
106,baik sekali driver ramah tidak sombong sangat membantu terimakasih banyak pak semoga kebaikan balas allah,1
107,pesan gocar tidak mau jemput karna argo kecil pesan motor tidak mau jemput karna jalur macet pusing padahal gojek termasuk mahal pakai pas promo,1
108,aplikasi bagus driver aja tidak jelas pd suka cancel heran banget kalau kagak mau kerja y tidak usah aktifkan akun cancel mulu buat gojek seleksi driver,1
109,banyak driver tidak sesuai aplikasi jadi takut kalau pulang malam mangka aq pulang malam mending pakai grab,0
110,selama selalu pakai aplikasi grab oke ajj tidak kendala apa tidak keluhan apa kadang diskon hahahaa mantap semoga selalu meningkatkan kualitas aplikasi driver nya lebih penting terimaakasih,1
111,jelek segi pembayaran via debit kredit mastercard lain mau dipake sukaa aja kalimat diperbaiki tidak menggunakan pembayaran via,0
112,hujan dikit susah banget driver mau gojekgocar sampe nunggu hampir sejam buat driver selalu dicancel sepihak padahal pilih opsi harga promo,0
113,pihak grab perbaiki map nya susah sekali terkadang mencari lokasi malah terkadang bnyak salah titik alamat tidak sesuai,0
114,salado beberapa kali potong driver datang lokasi penjemputan sama aja merampok uang user sangat memalukan,0
115,kok pas daftar tidak padahal no nya nama email nya baru kok tetep tidak mohon bantuan pihak gojek,0
116,dididik driver nya jangan gatel na nanyain halhal tidak penting kek emang perlu banget na privasi gue spill tidak nama driver sama plat nya disini wkwk,0
117,saran kemajuan 2025 tambahkan fitur pilihan khusu gojek perempuan ibu ibu kalau mau pergi bonceng nyaman sesama wanita lebih mahal yo tidak papa kalau milih gojek wanita karna cari kenyamanan,1
118,bagus ih permudah cari titik maps nya titik lokasi nya susah banget,0
119,d update ngapa susah d buka si padahal sinyal normal terus slot sama aceng meresahkan hapus program nya enggak enak kalo pesen driver nya padahal bayar full driver nya malah goceng,0
120,driver gojek sekarang sombong mentang mentang cuma 10 ribu tidak mau ambil gerak padahal terima driver,1
121,halo aplikasi lumayan bagus biasa aku kok tidak dapet driver yah biasa driver keluar jalur,1
122,pesen satu driver nya sampe banyak driver datang kerumah kasihan kan driver dibatalkan gitu tidak cancel,0
123,nya akun tangguhkan cok gua bukan driver tangguhkan akun,0
124,suka banget sama gojek bahasa nya ngga baku jadi seneng pesen apapun gojek kalo adain diskon ongkir hari hehehe,1
125,segala cara pembayaran dilakuin otomatis biar bs langganan terus wkwk 2bln langganan goplus gaada benefit sama sekali cuma buang2 uang aja,1
126,gila harga aplikasi sebelah jauh lebih murah ramah disini harga edunn banget diskon sedikit padahal lama banget pakai gojek setia sekali,0
127,pesan driver datang tawarkan luar aplikasi offline cancel kebanyakan driver setuju perusahaan terlalu serakah tidak empati dgn mitra,1
128,maaf pernah kena damprat driver grab minta tunggu 5menit bener bener didamprat sampek telpon marah marah memang lokasi masuk2 komunikasikan sama temen perlu jemputan,0
129,kurang suka cara pemilihan peta nya tidak atur akuratmasa pasang pin tempat maps,0
130,okelah apk nya bagus banget diskon goofodgojek kendaraan nya besar banget potongan nya kadang besar banget aja penggendara nya kurang ramah sama pelannggan,1
131,estimasi gocar hemat scam gaes disini tertera kurang lebih 710 menit estimasi driver nyata sampe 40menit sampe gila waktu perjalanan bisabisa sampe sejam,0
132,pilihan rubah rute driver biasa meminta ubah rute harga lebih mahal harga tetap meskipun ubah rute driver biasa kesalmarah dihapus aja pilihan ubah rute,1
133,aplikasi paling is the best aplikasi berguna sekali buat orang pekerja pulang kerja nya malam banget jadi transportasi online,1
134,dongsaya pesen gc plus kok malah dateng bluebird mana supir nya jutek lagigak mitra grab beneran grab,0
135,udaah msen tinggal nunggu tiba batalin sama driver nya gara jarak jauh krna ongkos lebih murah pdhal mengerti faham suka melebihi ongkos nya,1
136,sdh mncoba bbrapa x pelayanan cepat harga murah driver cermat sampe d tujuan tpt waktu,1
137,perbaiki tarifargo nya adil buat driver customer perbaiki sistem maps nya mudah pahami,1
138,sampah banyak diskon banyak promo paling rugikan jelas mitra driver aplikator paling untungkan,1
139,mempermudah sangat butuh transportasi cepatgak perlu ribet tinggal klikgojekpun datangterima kasih sangat membantu,1
140,grabcar driver engga pakai otak jalanin mobil minus akhlakminus attitude pelayanan jelektidak ramah penumpang,1
141,jangan pakai gojek si gojek ngasih ongkir driver cuma 5 rb aplikasi maruk,1
142,aplikasi termahal dikotaku cikampekkalo mau bersaing dgn aplikasi tidak ditinggal customeradakan layanan hemat dong kayak 2bulan kebelakang sekarang tarif 15rb ta driver kata cuma dapet 8rb,1
143,kak tambahin pendapat bang ojol kak kalau musim hujan kek gnikl pas hujan susah dapt driverbuat smgt kerja kak tw sdri xan dijalan kalau hujan kek gni merka kondsi bdn buat kerjaa,1
144,dihapus aja waktu tunggu berbayar nya soal tidak nunggu dibuat berbayar sama driver jalan sejam 71 bayar 100 rb parah sih munurutku nama driver nya harrys pratama teguh serang banten kerja ciruas,0
145,kalau tidak pakai promo ongkos kemahalan buat customerdan terlalu rendah terima driver kebijakan biar saling menguntungkan,1
146,terlalu banyak kecewa nya pergi tempat wisata padahal deket stasiun tidak pick up padahal maps nya banyak driver,0
147,driver cancel didepan mata lobby bahkan sudar teriakteriak memanggil driver tersebut dibantu orangorang menunggu jemputan ntah konsekuensi tidak pihak grab,0
148,bpk sabar baik menunggu ank sy jauh dr kotake bekasi muter2 nyari ank driver handal top banget,1
149,terimakasih pak semoga sehat lancarkan rezekinyaa amiinn sangat bagus musik bagus pengemudi hati hati pengemudi sopan tiba cepat bersih rapi,1
150,driver bagus ramah cepat cuma hampir 5 hari tidak pakai tidak masuk akun alasan jaringan padahal jaringan lancar gojek perbaiki aplikasi yah terimakasih,0
151,malam paman gojek mau ta soal akun syaa driver dunia skrng tidak kunjung aktif dri tahun 2014 skrng tdk aktif jga,0
152,gimana sih gojek no aktif tpi lupa pin karna hp lama hilang tidak masuk bantuan tidak jelas aplikasi nya,0
153,halo gojek aplikasi tidak dibuka menggunakan versi terbaru masuk aplikasi selalu keluar bantuan,0
154,hallo grab terima kasih diskon banyak cuman map nya perbaiki driver sdh sampe depan rumah tqpi d map driver d setengah jaln,0
155,aplikasi sampah wajar aja banyak ditinggalin driver pelanggan pindah kesebelah3x download gagal trus ngures kuota doang,1
156,jarak deket harga tidak hemat tp dpt driver keseringan posisi jauh mengesalkan lama banget,1
157,selalu gabisa ngeklik chat padahal pencet or klik berulang kali susah banget masuk room chat jadi sering miscom sama driver diperbaiki fitur,0
158,terlalu mementingkan custumer suami g narik seminggu krn bintang 1 customermemang seminggu g mkn g jajan apa anak2 dunk gojek jgn main suspen minimal diskusi dl,1
159,mau ganti email doang berapa kali dicoba tidak bisa2 gada solusi gojek kontoll,1
160,berlangganan maxim ber tahun2 tidak update no hp hangusbagaimana cara mengginakan jasa ojek maxim mohon info terimakasih,0
161,sangat cepat cekatan pelayanan nya bagus terimakasih mencari kan kendaraan pengemudi baik amanah ramah terimakasih,1
162,kecewa banget sumpah tidak mau pakek nih apk nunggu driver nya lama padahal pakai prioritas aja nunggu lama,1
163,maaf kasih bintang 3 kurang masalah verifikasi wajah padahal sesuai petunjuk dibilang tidak sesuai mohon tanggapi pihak gojek,0
164,peta utk konsumen perbaiki sering nyangkut peta nya jd tidak ketahuan sampe mana driver jemput nganter mknan nya,0
165,baru kecewa sama gojek masa dicancel malah marah kan cancel garagara jarak jauh padahal tunggu bunda malah tidak terima,1
166,pesen gocar berapa kali batal batal teruss kaga mau cari duit apa gimna sih,1
167,susah cari driver gojek kebanyakan kasih promo murah percuma gada maj ambil mending jangan pakai gojek pakai aja maxim,1
168,bayar mahal banyak driver bilang nerima cuma 5 rb pesen goride driver depan mata banyak online dapat jauh jauh terus gojek gojek makin tidak fungsional,0
169,gojek sekarang tidak kayak dulu sekarang jadi mirip aplikasi scam banyak promo daftarin goplus promo nya malah ilang semua voucher sengaja dibikin tidak tanggal berlaku biar sewaktu dihapus berasa ditipu aplikasi sampah,0
170,semakin hari semakin jenuh sama layanan beri sama pihak gojek kemungkinan bakal uninstall apk nya,1
171,dpat gojek tidak ramah tidak jelas ni apk min dong masa gua mau naik gojek mala tidak ramah,1
172,aplikasi tadi tu dapet driver kemudian driver nge cancel jadi nya banyak masuk chat sama jadi kena omel sama driver jadi nya banyak masuk,0
173,dipertegas mitra grab car pesan grab car hemat plus xl hampir 2 jam cancel terus sama driver,0
174,terima kasih buat abang maxim nya ramah sama penumpang mau nunggu jarang dapet ojol ramah poko the best,1
175,saran grab backsound mohon dihapus sangat mengganggu waktu mengangkat telfon perjalan bersama driver suara backsound masuk kedalam telfon,1
176,hatihati area cikupa gading serpong driver purapura tidak tahu tempat tujuan alasan gmaps error lain minta nomor telepon jangan diberi dispam telepon ancaman tidak jelas,0
177,kalau driver grabcar jngan seenak nya dong nunggu lama selalu cancel sma driver nya seenak nya sajaa selaluu gtuu,1
178,aplikasi bagus promo buat jadi lebih murah pengguna baru jadi gojek lebih nyaman seru,1
179,customer lama lama kecewa sama aplikasimau pakai layanan jadi segan kasianan driver pakai tarif normal driver uang 45 bayar,1
180,pengemudi hendriko mendrofa motorcycle warna abuabu biru nopol bp2317om selamat menikmati perjalanan rating 495,1
181,titik map harap update segi titik maps indrive jauh lebih bagus kasih fiture foto chat memudahkan konsomen driver,1
182,sistem terlalu ribet buat nyari driver cepat bayar tambahan kalau tidak mau nunggu driver sama 10 menit lebih lamalama makin mencekik user aplikasi,0
183,ko sy mau daftar dsru masukin lokasi tpi tidak muncul muncul yah lokasi ny sy ketik tp muncul bawah kya mencari lokasi trs padahal kalau buka jaringan aman2 aja,0
184,dulu sempet hapus gojek sekarang download gojek susah masuk verifikasi wajah nyoba banyak kali tetep gabisa soal dulu waktu hapus gojek verifikasi wajah minta mau pakai gojek secepat,0
185,it gojek pesan goride motor driver map tidak bergerak sama sekali tiba tiba driver nya muncul kasihan driver nya kalau jauh motor driver map tidak gerak2 driver nya sdh jalan,0
186,aplikasi tidak d sertai laporan darurat sulit melakukan pengadun atas tindakan pelanggaran mungkin lakukan driver2 nakal,0
187,pusat bantuan tidak berguna lama sekali respon padahal kesalahan aplikasi bukan driver ataupun penumpang penanganan lama tanggal 9 sekarang penanganan,0
188,16 februari 2025 parah apk eror tidak pakai stasiun cikoya mau keluar stasiun tidak parah gojek,0
189,driver tidak jelas selalu minta cancel alasan titik penjemputan jauh kalau cancel dapet driver makin lama kalau dilanjut driver minta cancel enakan pakai ijo sebelah driver jarang cancel lebih sabar plus mobil bersih app mobil bau rokok,1
190,apk payah nunggu hampir 2 jam ngak menerima sekali terima malah ngak mau driver nya malah kata cari aja mas kata gitu,0
191,driver jauh jadi lama perbaiki sistem jarak driver sama cs tidak lebih 2km jadi tidak nunggu lama,0
192,pesen gojek lama banget gila padahal gojek sekeliling banyak banget ngak mau ambil aneh,1
193,aplikasisi untung pu aplikasitapi abang ojek tsk dpat seberapa maka lebih milih maxm akun gojekcuma mikirin buat pnya aplikasi buat apa,1
194,kalau grab car bike jangan kasih driver posisi macet parah masa penumpang tunggu in 2 jam nga masuk akal woi perbaiki,0
195,males sama gojek selalu ngasih promo driver selalu tidak pu kembalian masalah sering terjadi,1
196,gojek pu menu gocar hemat kenyataan jarang bahkan tidak pernah digunakan dirancel berulang kali driver mending tidak usah dimasukkan option tidak membuang waktu pelanggan,0
197,bintang 1 gocar 1 jam tidak ketemu buat driver gocar kali tidak usah kejar gocar,0
198,jaman serba digital kehadiran aplikasi gojek sangat membantu sekalisemoga kedepan gojek selalu memperbaiki diri pelayanannyasemakin sukses gojek n semua driver,1
199,keseringan driver gada kembalian padahal customer kalo tidak siap dgn kembalian jgn buka layananpenjualan,1
200,tetap jaga kepercayaan pelanggan mana berada menjaga kepercayaan paling susah kenyamanan keamanan jangan lupa perhatikan gojek,1
201,tidak request refund dana mandiri aplikasi grab dipermudah cara request refund dana,0
202,kesan pribadi dr memesan maxim peta titik tepat tidak pass padahal benar pencarian driver sangat lama sekali dann ending gagaleror bahkan tidak berfungi memesan,0
203,apk sering tidak didownload padahal apk bagus pihak gojek perbaiki,1
204,kasih deskripsi awal kalau memang bawa stroler bayi menggunakan gocar tipe l biar tidak salah pilih gocar,1
